idx	label	id	shape	nnz%	type	rank	bias
1526	B39	56	[304, 288]	0.38	sparse	288	nz
1527	B40	57	[288, 304]	0.35	sparse	288	nz
1528	B41	58	[256, 288]	0.43	sparse	224	nz
1529	B00	107	[368, 256]	0.49	sparse	224	nz
1530	B01	98	[328, 368]	0.38	sparse	296	nz
1531	B02	99	[340, 328]	0.42	sparse	264	nz
1532	B03	20	[332, 340]	0.41	sparse	268	nz
1533	B04	21	[375, 332]	0.38	sparse	300	nz
1534	B05	22	[399, 375]	0.33	sparse	336	nz
1535	B06	23	[410, 399]	0.31	sparse	368	nz
1536	B07	24	[402, 410]	0.30	sparse	372	nz
1537	B08	25	[412, 402]	0.30	sparse	372	nz
1538	B09	26	[404, 412]	0.30	sparse	376	nz
1539	B10	27	[412, 404]	0.29	sparse	376	nz
1540	B11	28	[404, 412]	0.29	sparse	380	nz
1541	B12	29	[408, 404]	0.28	sparse	380	nz
1542	B13	30	[400, 408]	0.28	sparse	384	nz
1543	B14	31	[352, 400]	0.31	sparse	320	nz
1544	B15	32	[288, 352]	0.38	sparse	256	nz
1545	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1546	B17	34	[256, 288]	0.39	sparse	256	0
1547	B18	35	[319, 256]	0.47	sparse	256	nz
1548	B19	36	[288, 319]	0.35	sparse	288	nz
1549	B20	37	[318, 288]	0.41	sparse	288	nz
1550	B21	38	[288, 318]	0.35	sparse	288	nz
1551	B22	39	[316, 288]	0.41	sparse	288	nz
1552	B23	40	[288, 316]	0.35	sparse	288	nz
1553	B24	41	[312, 288]	0.40	sparse	288	nz
1554	B25	42	[288, 312]	0.35	sparse	288	nz
1555	B26	43	[304, 288]	0.38	sparse	288	nz
1556	B27	44	[288, 304]	0.35	sparse	288	nz
1557	B28	45	[256, 288]	0.43	sparse	224	nz
1558	B29	100	[288, 256]	0.65	sparse	224	nz
1559	B30	47	[256, 288]	0.39	sparse	256	0
1560	B31	48	[319, 256]	0.47	sparse	256	nz
1561	B32	49	[288, 319]	0.35	sparse	288	nz
1562	B33	50	[318, 288]	0.41	sparse	288	nz
1563	B34	51	[288, 318]	0.35	sparse	288	nz
1564	B35	52	[316, 288]	0.41	sparse	288	nz
1565	B36	53	[288, 316]	0.35	sparse	288	nz
1566	B37	54	[312, 288]	0.40	sparse	288	nz
1567	B38	55	[288, 312]	0.35	sparse	288	nz
1568	B39	56	[304, 288]	0.38	sparse	288	nz
1569	B40	57	[288, 304]	0.35	sparse	288	nz
1570	B41	58	[256, 288]	0.43	sparse	224	nz
1571	B00	108	[368, 256]	0.49	sparse	224	nz
1572	B01	98	[328, 368]	0.38	sparse	296	nz
1573	B02	99	[340, 328]	0.42	sparse	264	nz
1574	B03	20	[332, 340]	0.41	sparse	268	nz
1575	B04	21	[375, 332]	0.38	sparse	300	nz
1576	B05	22	[399, 375]	0.33	sparse	336	nz
1577	B06	23	[410, 399]	0.31	sparse	368	nz
1578	B07	24	[402, 410]	0.30	sparse	372	nz
1579	B08	25	[412, 402]	0.30	sparse	372	nz
1580	B09	26	[404, 412]	0.30	sparse	376	nz
1581	B10	27	[412, 404]	0.29	sparse	376	nz
1582	B11	28	[404, 412]	0.29	sparse	380	nz
1583	B12	29	[408, 404]	0.28	sparse	380	nz
1584	B13	30	[400, 408]	0.28	sparse	384	nz
1585	B14	31	[352, 400]	0.31	sparse	320	nz
1586	B15	32	[288, 352]	0.38	sparse	256	nz
1587	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1588	B17	34	[256, 288]	0.39	sparse	256	0
1589	B18	35	[319, 256]	0.47	sparse	256	nz
1590	B19	36	[288, 319]	0.35	sparse	288	nz
1591	B20	37	[318, 288]	0.41	sparse	288	nz
1592	B21	38	[288, 318]	0.35	sparse	288	nz
1593	B22	39	[316, 288]	0.41	sparse	288	nz
1594	B23	40	[288, 316]	0.35	sparse	288	nz
1595	B24	41	[312, 288]	0.40	sparse	288	nz
1596	B25	42	[288, 312]	0.35	sparse	288	nz
1597	B26	43	[304, 288]	0.38	sparse	288	nz
1598	B27	44	[288, 304]	0.35	sparse	288	nz
1599	B28	45	[256, 288]	0.43	sparse	224	nz
1600	B29	102	[288, 256]	0.65	sparse	224	nz
1601	B30	47	[256, 288]	0.39	sparse	256	0
1602	B31	48	[319, 256]	0.47	sparse	256	nz
1603	B32	49	[288, 319]	0.35	sparse	288	nz
1604	B33	50	[318, 288]	0.41	sparse	288	nz
1605	B34	51	[288, 318]	0.35	sparse	288	nz
1606	B35	52	[316, 288]	0.41	sparse	288	nz
1607	B36	53	[288, 316]	0.35	sparse	288	nz
1608	B37	54	[312, 288]	0.40	sparse	288	nz
1609	B38	55	[288, 312]	0.35	sparse	288	nz
1610	B39	56	[304, 288]	0.38	sparse	288	nz
1611	B40	57	[288, 304]	0.35	sparse	288	nz
1612	B41	58	[256, 288]	0.43	sparse	224	nz
1613	B00	109	[368, 256]	0.49	sparse	224	nz
1614	B01	98	[328, 368]	0.38	sparse	296	nz
1615	B02	99	[340, 328]	0.42	sparse	264	nz
1616	B03	20	[332, 340]	0.41	sparse	268	nz
1617	B04	21	[375, 332]	0.38	sparse	300	nz
1618	B05	22	[399, 375]	0.33	sparse	336	nz
1619	B06	23	[410, 399]	0.31	sparse	368	nz
1620	B07	24	[402, 410]	0.30	sparse	372	nz
1621	B08	25	[412, 402]	0.30	sparse	372	nz
1622	B09	26	[404, 412]	0.30	sparse	376	nz
1623	B10	27	[412, 404]	0.29	sparse	376	nz
1624	B11	28	[404, 412]	0.29	sparse	380	nz
1625	B12	29	[408, 404]	0.28	sparse	380	nz
1626	B13	30	[400, 408]	0.28	sparse	384	nz
1627	B14	31	[352, 400]	0.31	sparse	320	nz
1628	B15	32	[288, 352]	0.38	sparse	256	nz
1629	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1630	B17	34	[256, 288]	0.39	sparse	256	0
1631	B18	35	[319, 256]	0.47	sparse	256	nz
1632	B19	36	[288, 319]	0.35	sparse	288	nz
1633	B20	37	[318, 288]	0.41	sparse	288	nz
1634	B21	38	[288, 318]	0.35	sparse	288	nz
1635	B22	39	[316, 288]	0.41	sparse	288	nz
1636	B23	40	[288, 316]	0.35	sparse	288	nz
1637	B24	41	[312, 288]	0.40	sparse	288	nz
1638	B25	42	[288, 312]	0.35	sparse	288	nz
1639	B26	43	[304, 288]	0.38	sparse	288	nz
1640	B27	44	[288, 304]	0.35	sparse	288	nz
1641	B28	45	[256, 288]	0.43	sparse	224	nz
1642	B29	104	[288, 256]	0.65	sparse	224	nz
1643	B30	47	[256, 288]	0.39	sparse	256	0
1644	B31	48	[319, 256]	0.47	sparse	256	nz
1645	B32	49	[288, 319]	0.35	sparse	288	nz
1646	B33	50	[318, 288]	0.41	sparse	288	nz
1647	B34	51	[288, 318]	0.35	sparse	288	nz
1648	B35	52	[316, 288]	0.41	sparse	288	nz
1649	B36	53	[288, 316]	0.35	sparse	288	nz
1650	B37	54	[312, 288]	0.40	sparse	288	nz
1651	B38	55	[288, 312]	0.35	sparse	288	nz
1652	B39	56	[304, 288]	0.38	sparse	288	nz
1653	B40	57	[288, 304]	0.35	sparse	288	nz
1654	B41	58	[256, 288]	0.43	sparse	224	nz
1655	B00	110	[368, 256]	0.49	sparse	224	nz
1656	B01	98	[328, 368]	0.38	sparse	296	nz
1657	B02	99	[340, 328]	0.42	sparse	264	nz
1658	B03	20	[332, 340]	0.41	sparse	268	nz
1659	B04	21	[375, 332]	0.38	sparse	300	nz
1660	B05	22	[399, 375]	0.33	sparse	336	nz
1661	B06	23	[410, 399]	0.31	sparse	368	nz
1662	B07	24	[402, 410]	0.30	sparse	372	nz
1663	B08	25	[412, 402]	0.30	sparse	372	nz
1664	B09	26	[404, 412]	0.30	sparse	376	nz
1665	B10	27	[412, 404]	0.29	sparse	376	nz
1666	B11	28	[404, 412]	0.29	sparse	380	nz
1667	B12	29	[408, 404]	0.28	sparse	380	nz
1668	B13	30	[400, 408]	0.28	sparse	384	nz
1669	B14	31	[352, 400]	0.31	sparse	320	nz
1670	B15	32	[288, 352]	0.38	sparse	256	nz
1671	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1672	B17	34	[256, 288]	0.39	sparse	256	0
1673	B18	35	[319, 256]	0.47	sparse	256	nz
1674	B19	36	[288, 319]	0.35	sparse	288	nz
1675	B20	37	[318, 288]	0.41	sparse	288	nz
1676	B21	38	[288, 318]	0.35	sparse	288	nz
1677	B22	39	[316, 288]	0.41	sparse	288	nz
1678	B23	40	[288, 316]	0.35	sparse	288	nz
1679	B24	41	[312, 288]	0.40	sparse	288	nz
1680	B25	42	[288, 312]	0.35	sparse	288	nz
1681	B26	43	[304, 288]	0.38	sparse	288	nz
1682	B27	44	[288, 304]	0.35	sparse	288	nz
1683	B28	45	[256, 288]	0.43	sparse	224	nz
1684	B29	106	[288, 256]	0.65	sparse	224	nz
1685	B30	47	[256, 288]	0.39	sparse	256	0
1686	B31	48	[319, 256]	0.47	sparse	256	nz
1687	B32	49	[288, 319]	0.35	sparse	288	nz
1688	B33	50	[318, 288]	0.41	sparse	288	nz
1689	B34	51	[288, 318]	0.35	sparse	288	nz
1690	B35	52	[316, 288]	0.41	sparse	288	nz
1691	B36	53	[288, 316]	0.35	sparse	288	nz
1692	B37	54	[312, 288]	0.40	sparse	288	nz
1693	B38	55	[288, 312]	0.35	sparse	288	nz
1694	B39	56	[304, 288]	0.38	sparse	288	nz
1695	B40	57	[288, 304]	0.35	sparse	288	nz
1696	B41	58	[256, 288]	0.43	sparse	224	nz
1697	B00	111	[368, 256]	0.49	sparse	224	nz
1698	B01	98	[328, 368]	0.38	sparse	296	nz
1699	B02	99	[340, 328]	0.42	sparse	264	nz
1700	B03	20	[332, 340]	0.41	sparse	268	nz
1701	B04	21	[375, 332]	0.38	sparse	300	nz
1702	B05	22	[399, 375]	0.33	sparse	336	nz
1703	B06	23	[410, 399]	0.31	sparse	368	nz
1704	B07	24	[402, 410]	0.30	sparse	372	nz
1705	B08	25	[412, 402]	0.30	sparse	372	nz
1706	B09	26	[404, 412]	0.30	sparse	376	nz
1707	B10	27	[412, 404]	0.29	sparse	376	nz
1708	B11	28	[404, 412]	0.29	sparse	380	nz
1709	B12	29	[408, 404]	0.28	sparse	380	nz
1710	B13	30	[400, 408]	0.28	sparse	384	nz
1711	B14	31	[352, 400]	0.31	sparse	320	nz
1712	B15	32	[288, 352]	0.38	sparse	256	nz
1713	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1714	B17	34	[256, 288]	0.39	sparse	256	0
1715	B18	35	[319, 256]	0.47	sparse	256	nz
1716	B19	36	[288, 319]	0.35	sparse	288	nz
1717	B20	37	[318, 288]	0.41	sparse	288	nz
1718	B21	38	[288, 318]	0.35	sparse	288	nz
1719	B22	39	[316, 288]	0.41	sparse	288	nz
1720	B23	40	[288, 316]	0.35	sparse	288	nz
1721	B24	41	[312, 288]	0.40	sparse	288	nz
1722	B25	42	[288, 312]	0.35	sparse	288	nz
1723	B26	43	[304, 288]	0.38	sparse	288	nz
1724	B27	44	[288, 304]	0.35	sparse	288	nz
1725	B28	45	[256, 288]	0.43	sparse	224	nz
1726	B29	100	[288, 256]	0.65	sparse	224	nz
1727	B30	47	[256, 288]	0.39	sparse	256	0
1728	B31	48	[319, 256]	0.47	sparse	256	nz
1729	B32	49	[288, 319]	0.35	sparse	288	nz
1730	B33	50	[318, 288]	0.41	sparse	288	nz
1731	B34	51	[288, 318]	0.35	sparse	288	nz
1732	B35	52	[316, 288]	0.41	sparse	288	nz
1733	B36	53	[288, 316]	0.35	sparse	288	nz
1734	B37	54	[312, 288]	0.40	sparse	288	nz
1735	B38	55	[288, 312]	0.35	sparse	288	nz
1736	B39	56	[304, 288]	0.38	sparse	288	nz
1737	B40	57	[288, 304]	0.35	sparse	288	nz
1738	B41	58	[256, 288]	0.43	sparse	224	nz
1739	B00	112	[368, 256]	0.49	sparse	224	nz
1740	B01	98	[328, 368]	0.38	sparse	296	nz
1741	B02	99	[340, 328]	0.42	sparse	264	nz
1742	B03	20	[332, 340]	0.41	sparse	268	nz
1743	B04	21	[375, 332]	0.38	sparse	300	nz
1744	B05	22	[399, 375]	0.33	sparse	336	nz
1745	B06	23	[410, 399]	0.31	sparse	368	nz
1746	B07	24	[402, 410]	0.30	sparse	372	nz
1747	B08	25	[412, 402]	0.30	sparse	372	nz
1748	B09	26	[404, 412]	0.30	sparse	376	nz
1749	B10	27	[412, 404]	0.29	sparse	376	nz
1750	B11	28	[404, 412]	0.29	sparse	380	nz
1751	B12	29	[408, 404]	0.28	sparse	380	nz
1752	B13	30	[400, 408]	0.28	sparse	384	nz
1753	B14	31	[352, 400]	0.31	sparse	320	nz
1754	B15	32	[288, 352]	0.38	sparse	256	nz
1755	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1756	B17	34	[256, 288]	0.39	sparse	256	0
1757	B18	35	[319, 256]	0.47	sparse	256	nz
1758	B19	36	[288, 319]	0.35	sparse	288	nz
1759	B20	37	[318, 288]	0.41	sparse	288	nz
1760	B21	38	[288, 318]	0.35	sparse	288	nz
1761	B22	39	[316, 288]	0.41	sparse	288	nz
1762	B23	40	[288, 316]	0.35	sparse	288	nz
1763	B24	41	[312, 288]	0.40	sparse	288	nz
1764	B25	42	[288, 312]	0.35	sparse	288	nz
1765	B26	43	[304, 288]	0.38	sparse	288	nz
1766	B27	44	[288, 304]	0.35	sparse	288	nz
1767	B28	45	[256, 288]	0.43	sparse	224	nz
1768	B29	102	[288, 256]	0.65	sparse	224	nz
1769	B30	47	[256, 288]	0.39	sparse	256	0
1770	B31	48	[319, 256]	0.47	sparse	256	nz
1771	B32	49	[288, 319]	0.35	sparse	288	nz
1772	B33	50	[318, 288]	0.41	sparse	288	nz
1773	B34	51	[288, 318]	0.35	sparse	288	nz
1774	B35	52	[316, 288]	0.41	sparse	288	nz
1775	B36	53	[288, 316]	0.35	sparse	288	nz
1776	B37	54	[312, 288]	0.40	sparse	288	nz
1777	B38	55	[288, 312]	0.35	sparse	288	nz
1778	B39	56	[304, 288]	0.38	sparse	288	nz
1779	B40	57	[288, 304]	0.35	sparse	288	nz
1780	B41	58	[256, 288]	0.43	sparse	224	nz
1781	B00	113	[368, 256]	0.49	sparse	224	nz
1782	B01	98	[328, 368]	0.38	sparse	296	nz
1783	B02	99	[340, 328]	0.42	sparse	264	nz
1784	B03	20	[332, 340]	0.41	sparse	268	nz
1785	B04	21	[375, 332]	0.38	sparse	300	nz
1786	B05	22	[399, 375]	0.33	sparse	336	nz
1787	B06	23	[410, 399]	0.31	sparse	368	nz
1788	B07	24	[402, 410]	0.30	sparse	372	nz
1789	B08	25	[412, 402]	0.30	sparse	372	nz
1790	B09	26	[404, 412]	0.30	sparse	376	nz
1791	B10	27	[412, 404]	0.29	sparse	376	nz
1792	B11	28	[404, 412]	0.29	sparse	380	nz
1793	B12	29	[408, 404]	0.28	sparse	380	nz
1794	B13	30	[400, 408]	0.28	sparse	384	nz
1795	B14	31	[352, 400]	0.31	sparse	320	nz
1796	B15	32	[288, 352]	0.38	sparse	256	nz
1797	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1798	B17	34	[256, 288]	0.39	sparse	256	0
1799	B18	35	[319, 256]	0.47	sparse	256	nz
1800	B19	36	[288, 319]	0.35	sparse	288	nz
1801	B20	37	[318, 288]	0.41	sparse	288	nz
1802	B21	38	[288, 318]	0.35	sparse	288	nz
1803	B22	39	[316, 288]	0.41	sparse	288	nz
1804	B23	40	[288, 316]	0.35	sparse	288	nz
1805	B24	41	[312, 288]	0.40	sparse	288	nz
1806	B25	42	[288, 312]	0.35	sparse	288	nz
1807	B26	43	[304, 288]	0.38	sparse	288	nz
1808	B27	44	[288, 304]	0.35	sparse	288	nz
1809	B28	45	[256, 288]	0.43	sparse	224	nz
1810	B29	104	[288, 256]	0.65	sparse	224	nz
1811	B30	47	[256, 288]	0.39	sparse	256	0
1812	B31	48	[319, 256]	0.47	sparse	256	nz
1813	B32	49	[288, 319]	0.35	sparse	288	nz
1814	B33	50	[318, 288]	0.41	sparse	288	nz
1815	B34	51	[288, 318]	0.35	sparse	288	nz
1816	B35	52	[316, 288]	0.41	sparse	288	nz
1817	B36	53	[288, 316]	0.35	sparse	288	nz
1818	B37	54	[312, 288]	0.40	sparse	288	nz
1819	B38	55	[288, 312]	0.35	sparse	288	nz
1820	B39	56	[304, 288]	0.38	sparse	288	nz
1821	B40	57	[288, 304]	0.35	sparse	288	nz
1822	B41	58	[256, 288]	0.43	sparse	224	nz
1823	B00	114	[368, 256]	0.49	sparse	224	nz
1824	B01	98	[328, 368]	0.38	sparse	296	nz
1825	B02	99	[340, 328]	0.42	sparse	264	nz
1826	B03	20	[332, 340]	0.41	sparse	268	nz
1827	B04	21	[375, 332]	0.38	sparse	300	nz
1828	B05	22	[399, 375]	0.33	sparse	336	nz
1829	B06	23	[410, 399]	0.31	sparse	368	nz
1830	B07	24	[402, 410]	0.30	sparse	372	nz
1831	B08	25	[412, 402]	0.30	sparse	372	nz
1832	B09	26	[404, 412]	0.30	sparse	376	nz
1833	B10	27	[412, 404]	0.29	sparse	376	nz
1834	B11	28	[404, 412]	0.29	sparse	380	nz
1835	B12	29	[408, 404]	0.28	sparse	380	nz
1836	B13	30	[400, 408]	0.28	sparse	384	nz
1837	B14	31	[352, 400]	0.31	sparse	320	nz
1838	B15	32	[288, 352]	0.38	sparse	256	nz
1839	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1840	B17	34	[256, 288]	0.39	sparse	256	0
1841	B18	35	[319, 256]	0.47	sparse	256	nz
1842	B19	36	[288, 319]	0.35	sparse	288	nz
1843	B20	37	[318, 288]	0.41	sparse	288	nz
1844	B21	38	[288, 318]	0.35	sparse	288	nz
1845	B22	39	[316, 288]	0.41	sparse	288	nz
1846	B23	40	[288, 316]	0.35	sparse	288	nz
1847	B24	41	[312, 288]	0.40	sparse	288	nz
1848	B25	42	[288, 312]	0.35	sparse	288	nz
1849	B26	43	[304, 288]	0.38	sparse	288	nz
1850	B27	44	[288, 304]	0.35	sparse	288	nz
1851	B28	45	[256, 288]	0.43	sparse	224	nz
1852	B29	106	[288, 256]	0.65	sparse	224	nz
1853	B30	47	[256, 288]	0.39	sparse	256	0
1854	B31	48	[319, 256]	0.47	sparse	256	nz
1855	B32	49	[288, 319]	0.35	sparse	288	nz
1856	B33	50	[318, 288]	0.41	sparse	288	nz
1857	B34	51	[288, 318]	0.35	sparse	288	nz
1858	B35	52	[316, 288]	0.41	sparse	288	nz
1859	B36	53	[288, 316]	0.35	sparse	288	nz
1860	B37	54	[312, 288]	0.40	sparse	288	nz
1861	B38	55	[288, 312]	0.35	sparse	288	nz
1862	B39	56	[304, 288]	0.38	sparse	288	nz
1863	B40	57	[288, 304]	0.35	sparse	288	nz
1864	B41	58	[256, 288]	0.43	sparse	224	nz
1865	B00	115	[368, 256]	0.49	sparse	224	nz
1866	B01	98	[328, 368]	0.38	sparse	296	nz
1867	B02	99	[340, 328]	0.42	sparse	264	nz
1868	B03	20	[332, 340]	0.41	sparse	268	nz
1869	B04	21	[375, 332]	0.38	sparse	300	nz
1870	B05	22	[399, 375]	0.33	sparse	336	nz
1871	B06	23	[410, 399]	0.31	sparse	368	nz
1872	B07	24	[402, 410]	0.30	sparse	372	nz
1873	B08	25	[412, 402]	0.30	sparse	372	nz
1874	B09	26	[404, 412]	0.30	sparse	376	nz
1875	B10	27	[412, 404]	0.29	sparse	376	nz
1876	B11	28	[404, 412]	0.29	sparse	380	nz
1877	B12	29	[408, 404]	0.28	sparse	380	nz
1878	B13	30	[400, 408]	0.28	sparse	384	nz
1879	B14	31	[352, 400]	0.31	sparse	320	nz
1880	B15	32	[288, 352]	0.38	sparse	256	nz
1881	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1882	B17	34	[256, 288]	0.39	sparse	256	0
1883	B18	35	[319, 256]	0.47	sparse	256	nz
1884	B19	36	[288, 319]	0.35	sparse	288	nz
1885	B20	37	[318, 288]	0.41	sparse	288	nz
1886	B21	38	[288, 318]	0.35	sparse	288	nz
1887	B22	39	[316, 288]	0.41	sparse	288	nz
1888	B23	40	[288, 316]	0.35	sparse	288	nz
1889	B24	41	[312, 288]	0.40	sparse	288	nz
1890	B25	42	[288, 312]	0.35	sparse	288	nz
1891	B26	43	[304, 288]	0.38	sparse	288	nz
1892	B27	44	[288, 304]	0.35	sparse	288	nz
1893	B28	45	[256, 288]	0.43	sparse	224	nz
1894	B29	100	[288, 256]	0.65	sparse	224	nz
1895	B30	47	[256, 288]	0.39	sparse	256	0
1896	B31	48	[319, 256]	0.47	sparse	256	nz
1897	B32	49	[288, 319]	0.35	sparse	288	nz
1898	B33	50	[318, 288]	0.41	sparse	288	nz
1899	B34	51	[288, 318]	0.35	sparse	288	nz
1900	B35	52	[316, 288]	0.41	sparse	288	nz
1901	B36	53	[288, 316]	0.35	sparse	288	nz
1902	B37	54	[312, 288]	0.40	sparse	288	nz
1903	B38	55	[288, 312]	0.35	sparse	288	nz
1904	B39	56	[304, 288]	0.38	sparse	288	nz
1905	B40	57	[288, 304]	0.35	sparse	288	nz
1906	B41	58	[256, 288]	0.43	sparse	224	nz
1907	B00	116	[368, 256]	0.49	sparse	224	nz
1908	B01	98	[328, 368]	0.38	sparse	296	nz
1909	B02	99	[340, 328]	0.42	sparse	264	nz
1910	B03	20	[332, 340]	0.41	sparse	268	nz
1911	B04	21	[375, 332]	0.38	sparse	300	nz
1912	B05	22	[399, 375]	0.33	sparse	336	nz
1913	B06	23	[410, 399]	0.31	sparse	368	nz
1914	B07	24	[402, 410]	0.30	sparse	372	nz
1915	B08	25	[412, 402]	0.30	sparse	372	nz
1916	B09	26	[404, 412]	0.30	sparse	376	nz
1917	B10	27	[412, 404]	0.29	sparse	376	nz
1918	B11	28	[404, 412]	0.29	sparse	380	nz
1919	B12	29	[408, 404]	0.28	sparse	380	nz
1920	B13	30	[400, 408]	0.28	sparse	384	nz
1921	B14	31	[352, 400]	0.31	sparse	320	nz
1922	B15	32	[288, 352]	0.38	sparse	256	nz
1923	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1924	B17	34	[256, 288]	0.39	sparse	256	0
1925	B18	35	[319, 256]	0.47	sparse	256	nz
1926	B19	36	[288, 319]	0.35	sparse	288	nz
1927	B20	37	[318, 288]	0.41	sparse	288	nz
1928	B21	38	[288, 318]	0.35	sparse	288	nz
1929	B22	39	[316, 288]	0.41	sparse	288	nz
1930	B23	40	[288, 316]	0.35	sparse	288	nz
1931	B24	41	[312, 288]	0.40	sparse	288	nz
1932	B25	42	[288, 312]	0.35	sparse	288	nz
1933	B26	43	[304, 288]	0.38	sparse	288	nz
1934	B27	44	[288, 304]	0.35	sparse	288	nz
1935	B28	45	[256, 288]	0.43	sparse	224	nz
1936	B29	102	[288, 256]	0.65	sparse	224	nz
1937	B30	47	[256, 288]	0.39	sparse	256	0
1938	B31	48	[319, 256]	0.47	sparse	256	nz
1939	B32	49	[288, 319]	0.35	sparse	288	nz
1940	B33	50	[318, 288]	0.41	sparse	288	nz
1941	B34	51	[288, 318]	0.35	sparse	288	nz
1942	B35	52	[316, 288]	0.41	sparse	288	nz
1943	B36	53	[288, 316]	0.35	sparse	288	nz
1944	B37	54	[312, 288]	0.40	sparse	288	nz
1945	B38	55	[288, 312]	0.35	sparse	288	nz
1946	B39	56	[304, 288]	0.38	sparse	288	nz
1947	B40	57	[288, 304]	0.35	sparse	288	nz
1948	B41	58	[256, 288]	0.43	sparse	224	nz
1949	B00	117	[368, 256]	0.49	sparse	224	nz
1950	B01	98	[328, 368]	0.38	sparse	296	nz
1951	B02	99	[340, 328]	0.42	sparse	264	nz
1952	B03	20	[332, 340]	0.41	sparse	268	nz
1953	B04	21	[375, 332]	0.38	sparse	300	nz
1954	B05	22	[399, 375]	0.33	sparse	336	nz
1955	B06	23	[410, 399]	0.31	sparse	368	nz
1956	B07	24	[402, 410]	0.30	sparse	372	nz
1957	B08	25	[412, 402]	0.30	sparse	372	nz
1958	B09	26	[404, 412]	0.30	sparse	376	nz
1959	B10	27	[412, 404]	0.29	sparse	376	nz
1960	B11	28	[404, 412]	0.29	sparse	380	nz
1961	B12	29	[408, 404]	0.28	sparse	380	nz
1962	B13	30	[400, 408]	0.28	sparse	384	nz
1963	B14	31	[352, 400]	0.31	sparse	320	nz
1964	B15	32	[288, 352]	0.38	sparse	256	nz
1965	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1966	B17	34	[256, 288]	0.39	sparse	256	0
1967	B18	35	[319, 256]	0.47	sparse	256	nz
1968	B19	36	[288, 319]	0.35	sparse	288	nz
1969	B20	37	[318, 288]	0.41	sparse	288	nz
1970	B21	38	[288, 318]	0.35	sparse	288	nz
1971	B22	39	[316, 288]	0.41	sparse	288	nz
1972	B23	40	[288, 316]	0.35	sparse	288	nz
1973	B24	41	[312, 288]	0.40	sparse	288	nz
1974	B25	42	[288, 312]	0.35	sparse	288	nz
1975	B26	43	[304, 288]	0.38	sparse	288	nz
1976	B27	44	[288, 304]	0.35	sparse	288	nz
1977	B28	45	[256, 288]	0.43	sparse	224	nz
1978	B29	104	[288, 256]	0.65	sparse	224	nz
1979	B30	47	[256, 288]	0.39	sparse	256	0
1980	B31	48	[319, 256]	0.47	sparse	256	nz
1981	B32	49	[288, 319]	0.35	sparse	288	nz
1982	B33	50	[318, 288]	0.41	sparse	288	nz
1983	B34	51	[288, 318]	0.35	sparse	288	nz
1984	B35	52	[316, 288]	0.41	sparse	288	nz
1985	B36	53	[288, 316]	0.35	sparse	288	nz
1986	B37	54	[312, 288]	0.40	sparse	288	nz
1987	B38	55	[288, 312]	0.35	sparse	288	nz
1988	B39	56	[304, 288]	0.38	sparse	288	nz
1989	B40	57	[288, 304]	0.35	sparse	288	nz
1990	B41	58	[256, 288]	0.43	sparse	224	nz
1991	B00	118	[368, 256]	0.49	sparse	224	nz
1992	B01	98	[328, 368]	0.38	sparse	296	nz
1993	B02	99	[340, 328]	0.42	sparse	264	nz
1994	B03	20	[332, 340]	0.41	sparse	268	nz
1995	B04	21	[375, 332]	0.38	sparse	300	nz
1996	B05	22	[399, 375]	0.33	sparse	336	nz
1997	B06	23	[410, 399]	0.31	sparse	368	nz
1998	B07	24	[402, 410]	0.30	sparse	372	nz
1999	B08	25	[412, 402]	0.30	sparse	372	nz
2000	B09	26	[404, 412]	0.30	sparse	376	nz
2001	B10	27	[412, 404]	0.29	sparse	376	nz
2002	B11	28	[404, 412]	0.29	sparse	380	nz
2003	B12	29	[408, 404]	0.28	sparse	380	nz
2004	B13	30	[400, 408]	0.28	sparse	384	nz
2005	B14	31	[352, 400]	0.31	sparse	320	nz
2006	B15	32	[288, 352]	0.38	sparse	256	nz
2007	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2008	B17	34	[256, 288]	0.39	sparse	256	0
2009	B18	35	[319, 256]	0.47	sparse	256	nz
2010	B19	36	[288, 319]	0.35	sparse	288	nz
2011	B20	37	[318, 288]	0.41	sparse	288	nz
2012	B21	38	[288, 318]	0.35	sparse	288	nz
2013	B22	39	[316, 288]	0.41	sparse	288	nz
2014	B23	40	[288, 316]	0.35	sparse	288	nz
2015	B24	41	[312, 288]	0.40	sparse	288	nz
2016	B25	42	[288, 312]	0.35	sparse	288	nz
2017	B26	43	[304, 288]	0.38	sparse	288	nz
2018	B27	44	[288, 304]	0.35	sparse	288	nz
2019	B28	45	[256, 288]	0.43	sparse	224	nz
2020	B29	106	[288, 256]	0.65	sparse	224	nz
2021	B30	47	[256, 288]	0.39	sparse	256	0
2022	B31	48	[319, 256]	0.47	sparse	256	nz
